order id,item id,sku,portal name,vendor id,vendor payment amount,portal payment,difference,product id,vendor_name,vendor type,selling price,mrp,qty,reimbursment amount,mastr_product_mrp,upload selling price,order date
12759903665,#13191362481,GNC_90200009,6,912,2525.364,2754.72,229.35599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-08
12277147652,#12774587780,GNC_90200017,6,912,705.168,816.72,111.55200000000002,226219,Guardian Healthcare Services Pvt Ltd,Non SOR order,999.0,1499.0,1,0.0,1499.0,999.0,2020-11-30
13080470676,#13579519284,GNC_90200009,6,912,2525.364,2595.42,70.05600000000004,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-03-15
12818187969,#13341444161,GNC_90200009,6,912,0.0,2754.72,2754.72,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-03
12690817865,#13184629033,GNC_90200009,6,912,0.0,2754.72,2754.72,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-02
12618500027,#13105927195,GNC_90200009,6,912,2572.614,2728.76,156.1460000000002,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-20
12531114297,#12988366425,GNC_90200009,6,912,2670.264,2754.72,84.45599999999968,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-08
12774430496,#13224795200,GNC_90200009,6,912,2525.364,2754.72,229.35599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-10
12532383132,#12992954300,GNC_90200009,6,912,2670.264,2754.72,84.45599999999968,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-05
12598689111,#13057440855,GNC_90200009,6,912,2572.614,2728.76,156.1460000000002,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-20
